Name,Age,Nationality,Preferred Positions,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
Ahn Ji Ho,30,Korea Republic,CB ,64,66.0,65.0,57.0,55.0,54.0,56.0,45.0,47.0,24.0,14.0,68.0,11.0,9.0,16.0,16.0,8.0,56.0,65.0,80.0,43.0,13.0,64.0,45.0,56.0,55.0,47.0,46.0,68.0,66.0,72.0,69.0,56.0,47.0,32.0
R. Abazov,24,Russia,RB CB ,64,63.0,59.0,67.0,58.0,59.0,57.0,58.0,33.0,52.0,37.0,31.0,9.0,7.0,10.0,6.0,8.0,55.0,60.0,77.0,46.0,39.0,65.0,40.0,32.0,62.0,58.0,58.0,68.0,53.0,64.0,71.0,58.0,45.0,38.0
M. Migliorini,25,Italy,CB ,64,54.0,61.0,34.0,34.0,46.0,65.0,18.0,34.0,31.0,26.0,31.0,7.0,13.0,14.0,6.0,11.0,69.0,64.0,71.0,35.0,19.0,65.0,50.0,25.0,56.0,37.0,36.0,63.0,34.0,55.0,64.0,84.0,39.0,25.0
K. Junker,23,Denmark,ST ,64,78.0,41.0,70.0,76.0,65.0,59.0,43.0,36.0,62.0,63.0,35.0,14.0,11.0,6.0,13.0,9.0,57.0,11.0,73.0,34.0,54.0,17.0,63.0,60.0,60.0,45.0,69.0,20.0,82.0,68.0,13.0,66.0,45.0,52.0
S. Wiseman,31,Gibraltar,RWB RB ,64,70.0,55.0,70.0,70.0,58.0,57.0,62.0,41.0,57.0,25.0,43.0,1.0,1.0,1.0,1.0,1.0,60.0,59.0,70.0,56.0,38.0,63.0,36.0,45.0,58.0,62.0,54.0,64.0,74.0,69.0,64.0,73.0,50.0,34.0
A. Deiola,21,Italy,CM ,64,68.0,74.0,53.0,34.0,66.0,56.0,48.0,52.0,60.0,58.0,42.0,13.0,10.0,9.0,12.0,8.0,46.0,55.0,61.0,64.0,68.0,57.0,34.0,62.0,55.0,66.0,73.0,53.0,69.0,69.0,65.0,76.0,60.0,68.0
D. Jones,30,England,LB ,64,78.0,61.0,69.0,70.0,58.0,64.0,65.0,66.0,60.0,42.0,67.0,4.0,3.0,17.0,5.0,8.0,51.0,58.0,73.0,58.0,45.0,55.0,48.0,69.0,63.0,59.0,56.0,60.0,84.0,81.0,57.0,72.0,61.0,46.0
Adrián Rocheira,33,Brazil,CDM ,64,52.0,32.0,50.0,44.0,58.0,56.0,52.0,43.0,25.0,23.0,42.0,13.0,9.0,14.0,7.0,15.0,47.0,73.0,56.0,54.0,35.0,73.0,44.0,43.0,64.0,56.0,38.0,76.0,59.0,60.0,72.0,71.0,53.0,33.0
José Artiles,24,Spain,RM LM ,64,89.0,27.0,93.0,93.0,66.0,60.0,55.0,63.0,67.0,59.0,44.0,12.0,8.0,14.0,16.0,8.0,24.0,19.0,68.0,52.0,57.0,14.0,56.0,54.0,63.0,61.0,46.0,20.0,88.0,39.0,16.0,30.0,55.0,52.0
Kim Jin Hyuk,24,Korea Republic,CB ,64,57.0,67.0,60.0,53.0,52.0,64.0,26.0,28.0,17.0,37.0,29.0,6.0,6.0,13.0,12.0,11.0,64.0,64.0,62.0,45.0,55.0,65.0,59.0,23.0,49.0,52.0,62.0,64.0,64.0,57.0,66.0,62.0,24.0,24.0
L. Wolsztyński,22,Poland,RM CF ,64,65.0,37.0,60.0,65.0,65.0,61.0,58.0,57.0,66.0,63.0,38.0,6.0,10.0,15.0,13.0,12.0,58.0,34.0,75.0,55.0,64.0,28.0,50.0,57.0,66.0,60.0,68.0,35.0,66.0,60.0,31.0,66.0,65.0,55.0
M. Hoseth,36,Norway,CDM CM ,64,50.0,51.0,66.0,65.0,64.0,78.0,62.0,67.0,62.0,59.0,68.0,12.0,16.0,15.0,8.0,11.0,27.0,52.0,45.0,65.0,70.0,41.0,74.0,67.0,64.0,67.0,80.0,36.0,54.0,53.0,41.0,61.0,66.0,63.0
V. Jalasto,31,Finland,CB RB ,64,53.0,74.0,45.0,64.0,59.0,55.0,60.0,24.0,48.0,42.0,39.0,15.0,6.0,9.0,12.0,16.0,65.0,68.0,75.0,54.0,27.0,66.0,45.0,45.0,62.0,55.0,68.0,64.0,67.0,64.0,66.0,77.0,43.0,43.0
Wellington,24,Brazil,RW ,64,80.0,32.0,74.0,71.0,66.0,66.0,59.0,54.0,70.0,64.0,45.0,6.0,15.0,8.0,11.0,8.0,43.0,26.0,45.0,49.0,59.0,25.0,54.0,54.0,66.0,53.0,68.0,32.0,78.0,52.0,36.0,54.0,50.0,55.0
A. Gouiri,17,France,ST ,64,79.0,42.0,71.0,67.0,69.0,55.0,39.0,59.0,71.0,64.0,32.0,6.0,12.0,8.0,9.0,7.0,51.0,11.0,57.0,47.0,52.0,16.0,62.0,62.0,60.0,59.0,61.0,21.0,77.0,59.0,13.0,58.0,54.0,60.0
M. Lopez,24,United States,CM CDM ,64,77.0,80.0,73.0,76.0,59.0,55.0,36.0,53.0,57.0,55.0,42.0,15.0,6.0,7.0,8.0,13.0,57.0,63.0,54.0,56.0,50.0,59.0,55.0,52.0,62.0,60.0,59.0,61.0,76.0,91.0,63.0,52.0,61.0,50.0
N. Abdou,32,Comoros,CM ,64,74.0,74.0,81.0,82.0,61.0,56.0,58.0,53.0,62.0,44.0,43.0,11.0,12.0,14.0,13.0,8.0,63.0,68.0,67.0,62.0,45.0,60.0,43.0,39.0,69.0,65.0,57.0,62.0,73.0,88.0,65.0,74.0,64.0,40.0
J. Bowen,20,England,ST RM ,64,76.0,46.0,72.0,78.0,67.0,60.0,52.0,56.0,71.0,63.0,49.0,14.0,8.0,14.0,10.0,7.0,62.0,25.0,62.0,47.0,55.0,31.0,61.0,61.0,57.0,58.0,53.0,27.0,74.0,67.0,29.0,64.0,59.0,50.0
Vagnão Junior,25,Brazil,LM CF ST ,64,84.0,31.0,91.0,91.0,71.0,66.0,72.0,66.0,75.0,64.0,65.0,9.0,16.0,15.0,8.0,8.0,51.0,31.0,52.0,51.0,61.0,23.0,64.0,62.0,61.0,62.0,59.0,31.0,71.0,61.0,32.0,39.0,64.0,71.0
V. Jónsson,23,Iceland,LB RB ,64,81.0,57.0,75.0,65.0,62.0,56.0,56.0,56.0,59.0,44.0,32.0,12.0,11.0,13.0,15.0,11.0,58.0,61.0,59.0,44.0,43.0,61.0,35.0,58.0,58.0,57.0,56.0,65.0,83.0,62.0,62.0,58.0,53.0,48.0
A. Al Shamekh,24,Saudi Arabia,LB ,64,83.0,56.0,78.0,67.0,61.0,35.0,65.0,68.0,58.0,26.0,33.0,15.0,16.0,14.0,13.0,11.0,43.0,58.0,71.0,43.0,28.0,63.0,36.0,46.0,53.0,55.0,26.0,59.0,80.0,76.0,63.0,61.0,32.0,26.0
R. Ledson,19,England,CDM CAM CM ,64,62.0,70.0,68.0,70.0,63.0,56.0,50.0,52.0,63.0,47.0,50.0,14.0,16.0,16.0,8.0,11.0,58.0,48.0,67.0,65.0,52.0,52.0,53.0,57.0,64.0,72.0,59.0,57.0,61.0,67.0,62.0,65.0,61.0,45.0
M. Tirpan,23,Belgium,CDM CB RB ,64,76.0,69.0,77.0,72.0,61.0,61.0,70.0,64.0,63.0,49.0,46.0,7.0,9.0,10.0,7.0,7.0,56.0,56.0,55.0,65.0,56.0,59.0,44.0,62.0,58.0,63.0,57.0,62.0,72.0,63.0,61.0,58.0,62.0,46.0
M. Udol,21,France,LB ,64,73.0,63.0,59.0,75.0,59.0,56.0,57.0,35.0,61.0,38.0,37.0,13.0,12.0,12.0,8.0,13.0,63.0,61.0,61.0,53.0,31.0,60.0,44.0,50.0,58.0,60.0,34.0,63.0,78.0,66.0,67.0,65.0,57.0,35.0
M. George,23,Costa Rica,ST ,64,84.0,75.0,58.0,60.0,63.0,56.0,43.0,50.0,63.0,55.0,50.0,9.0,11.0,8.0,11.0,8.0,66.0,15.0,89.0,43.0,47.0,15.0,55.0,61.0,59.0,54.0,65.0,16.0,89.0,68.0,18.0,83.0,42.0,50.0
P. Etshimi,28,DR Congo,ST ,64,70.0,65.0,71.0,59.0,58.0,54.0,29.0,56.0,52.0,64.0,48.0,6.0,14.0,9.0,14.0,16.0,47.0,29.0,71.0,34.0,60.0,14.0,50.0,65.0,68.0,55.0,72.0,18.0,78.0,71.0,12.0,74.0,39.0,58.0
T. Duffner,33,Germany,GK ,64,43.0,24.0,37.0,56.0,16.0,22.0,18.0,20.0,12.0,19.0,20.0,64.0,58.0,56.0,65.0,66.0,17.0,18.0,58.0,22.0,18.0,12.0,24.0,20.0,65.0,30.0,17.0,17.0,45.0,23.0,16.0,72.0,18.0,13.0
Adrián López,18,Spain,GK ,64,28.0,23.0,38.0,44.0,21.0,39.0,12.0,13.0,12.0,6.0,12.0,60.0,61.0,63.0,67.0,69.0,13.0,12.0,59.0,29.0,8.0,9.0,19.0,4.0,55.0,16.0,16.0,14.0,29.0,25.0,14.0,45.0,33.0,5.0
A. Kristiansen,27,Norway,GK ,64,22.0,13.0,27.0,31.0,14.0,13.0,20.0,20.0,12.0,12.0,21.0,64.0,61.0,61.0,64.0,66.0,16.0,19.0,59.0,13.0,13.0,15.0,22.0,20.0,55.0,13.0,52.0,13.0,28.0,34.0,34.0,65.0,48.0,10.0
S. Kavanagh,23,Republic of Ireland,CM LM LB ,64,78.0,60.0,82.0,73.0,61.0,56.0,68.0,42.0,60.0,38.0,41.0,6.0,6.0,7.0,16.0,6.0,54.0,52.0,82.0,60.0,36.0,62.0,52.0,57.0,61.0,61.0,51.0,63.0,71.0,69.0,62.0,48.0,48.0,33.0
J. Düker,21,Germany,ST ,64,63.0,45.0,60.0,59.0,70.0,50.0,39.0,41.0,62.0,61.0,36.0,14.0,14.0,7.0,14.0,9.0,61.0,25.0,73.0,34.0,52.0,22.0,53.0,62.0,63.0,58.0,60.0,26.0,66.0,63.0,23.0,77.0,56.0,56.0
B. Cáceres,28,Paraguay,CDM ,64,70.0,59.0,67.0,60.0,60.0,62.0,63.0,48.0,60.0,59.0,44.0,10.0,12.0,7.0,7.0,6.0,55.0,52.0,53.0,68.0,78.0,68.0,53.0,63.0,65.0,66.0,68.0,58.0,68.0,77.0,59.0,75.0,61.0,49.0
A. Eastham,26,England,CB ,64,62.0,64.0,64.0,47.0,45.0,55.0,35.0,31.0,38.0,15.0,24.0,8.0,9.0,6.0,7.0,10.0,61.0,53.0,79.0,43.0,22.0,66.0,37.0,15.0,59.0,49.0,35.0,69.0,42.0,72.0,63.0,81.0,44.0,18.0
F. Palacios Martínez,22,Germany,CAM ST ,64,78.0,48.0,90.0,84.0,70.0,55.0,50.0,63.0,72.0,66.0,48.0,15.0,10.0,10.0,7.0,11.0,52.0,24.0,68.0,43.0,58.0,26.0,56.0,67.0,54.0,63.0,63.0,30.0,68.0,55.0,35.0,31.0,61.0,59.0
B. Vécsei,23,Hungary,CM ,64,62.0,46.0,72.0,71.0,68.0,68.0,59.0,58.0,71.0,56.0,63.0,11.0,6.0,12.0,11.0,11.0,33.0,41.0,63.0,68.0,71.0,32.0,64.0,50.0,52.0,71.0,65.0,36.0,61.0,50.0,45.0,72.0,70.0,56.0
C. Nwakali,20,Nigeria,ST CM ,64,77.0,54.0,73.0,74.0,63.0,59.0,55.0,40.0,66.0,50.0,54.0,7.0,14.0,9.0,14.0,12.0,54.0,62.0,72.0,61.0,55.0,56.0,45.0,58.0,64.0,63.0,67.0,64.0,77.0,76.0,64.0,66.0,61.0,49.0
H. Jónasson,31,Iceland,CDM CB ,64,40.0,70.0,64.0,57.0,60.0,52.0,48.0,53.0,53.0,40.0,50.0,14.0,14.0,14.0,12.0,15.0,63.0,53.0,67.0,58.0,54.0,65.0,50.0,53.0,62.0,64.0,52.0,59.0,48.0,67.0,62.0,75.0,47.0,43.0
S. Paul,30,India,GK ,64,56.0,28.0,65.0,46.0,13.0,31.0,15.0,15.0,14.0,20.0,12.0,59.0,58.0,62.0,71.0,63.0,15.0,23.0,69.0,22.0,16.0,13.0,16.0,12.0,65.0,23.0,13.0,12.0,46.0,32.0,15.0,33.0,27.0,17.0
D. Andrade,23,Mexico,CM LB ,64,72.0,57.0,72.0,75.0,64.0,53.0,62.0,50.0,67.0,43.0,43.0,10.0,10.0,14.0,16.0,9.0,40.0,60.0,65.0,57.0,42.0,63.0,53.0,58.0,60.0,64.0,57.0,60.0,71.0,68.0,64.0,39.0,55.0,54.0
L. Rougeaux,23,France,RB CB ,64,50.0,65.0,41.0,52.0,52.0,59.0,62.0,27.0,44.0,42.0,36.0,7.0,10.0,10.0,8.0,7.0,60.0,62.0,60.0,59.0,37.0,60.0,47.0,39.0,59.0,55.0,52.0,61.0,60.0,74.0,64.0,80.0,41.0,42.0
O. Fisher,25,Jamaica,RM RB LB ,64,78.0,70.0,81.0,75.0,64.0,60.0,55.0,57.0,64.0,29.0,37.0,14.0,12.0,13.0,8.0,8.0,50.0,64.0,53.0,61.0,32.0,59.0,44.0,58.0,60.0,64.0,47.0,60.0,77.0,69.0,64.0,47.0,46.0,40.0
Albisua,24,Spain,CM CDM ,64,47.0,68.0,53.0,38.0,58.0,54.0,48.0,47.0,51.0,29.0,47.0,10.0,15.0,8.0,10.0,10.0,57.0,63.0,67.0,64.0,49.0,51.0,49.0,44.0,58.0,67.0,62.0,60.0,58.0,75.0,67.0,76.0,49.0,36.0
H. Toivomäki,25,Finland,RB ,64,78.0,49.0,59.0,45.0,60.0,55.0,58.0,42.0,63.0,33.0,38.0,13.0,12.0,7.0,16.0,16.0,61.0,62.0,57.0,53.0,35.0,64.0,42.0,46.0,59.0,60.0,38.0,63.0,74.0,62.0,64.0,66.0,34.0,37.0
F. Fydriszewski,24,Argentina,ST ,64,54.0,54.0,48.0,49.0,70.0,48.0,32.0,37.0,69.0,65.0,33.0,6.0,7.0,14.0,12.0,7.0,60.0,34.0,59.0,31.0,67.0,25.0,60.0,56.0,56.0,52.0,65.0,26.0,57.0,63.0,25.0,77.0,51.0,63.0
Deleu,33,Brazil,LB RB ,64,71.0,61.0,90.0,78.0,62.0,57.0,64.0,58.0,64.0,36.0,36.0,10.0,9.0,9.0,11.0,6.0,48.0,58.0,70.0,59.0,59.0,64.0,51.0,54.0,51.0,64.0,64.0,63.0,60.0,75.0,67.0,63.0,65.0,48.0
R. Almeida-Santos,22,Portugal,CB ,64,75.0,59.0,64.0,52.0,42.0,65.0,29.0,30.0,40.0,38.0,29.0,8.0,14.0,14.0,9.0,16.0,59.0,61.0,85.0,44.0,17.0,61.0,25.0,22.0,55.0,48.0,35.0,63.0,74.0,68.0,63.0,85.0,29.0,29.0
S. D'Almeida,21,Benin,CDM ,64,64.0,89.0,62.0,74.0,60.0,45.0,42.0,41.0,53.0,35.0,37.0,7.0,12.0,8.0,12.0,14.0,55.0,58.0,51.0,50.0,39.0,77.0,45.0,43.0,60.0,58.0,57.0,62.0,65.0,89.0,64.0,65.0,43.0,29.0
A. Gruber,22,Austria,LM ,64,73.0,53.0,73.0,77.0,58.0,51.0,66.0,60.0,62.0,55.0,62.0,13.0,11.0,9.0,15.0,8.0,54.0,21.0,72.0,60.0,41.0,22.0,48.0,59.0,72.0,61.0,65.0,31.0,75.0,68.0,24.0,53.0,59.0,55.0
Iuliano Alfaro,29,Brazil,CAM LM ST ,64,63.0,51.0,60.0,74.0,69.0,60.0,57.0,50.0,66.0,74.0,60.0,17.0,12.0,16.0,18.0,18.0,57.0,21.0,65.0,43.0,71.0,23.0,57.0,62.0,69.0,49.0,55.0,33.0,55.0,69.0,31.0,48.0,63.0,63.0
A. Gomes,16,England,CM RW LW CAM ,64,27546.0,36.0,82.0,90.0,66.0,57.0,61.0,65.0,65.0,61.0,66.0,14.0,15.0,14.0,6.0,14.0,52.0,23.0,58.0,65.0,58.0,16.0,70.0,57.0,53.0,63.0,61.0,20.0,25842.0,58.0,19.0,34.0,63.0,57.0
J. Lipartia,29,Georgia,CAM ,64,74.0,56.0,78.0,83.0,66.0,55.0,61.0,54.0,71.0,56.0,49.0,7.0,16.0,14.0,15.0,16.0,43.0,28.0,72.0,64.0,59.0,26.0,64.0,53.0,53.0,63.0,62.0,43.0,74.0,63.0,34.0,45.0,63.0,55.0
Z. Alomerović,26,Serbia,GK ,64,36.0,31.0,39.0,42.0,21.0,29.0,16.0,16.0,14.0,11.0,12.0,64.0,60.0,64.0,62.0,68.0,13.0,12.0,65.0,22.0,12.0,11.0,20.0,8.0,62.0,31.0,19.0,11.0,38.0,24.0,14.0,70.0,30.0,11.0
Gustavo Hebling,21,Brazil,CDM CM ,64,56.0,65.0,65.0,64.0,65.0,65.0,67.0,63.0,62.0,45.0,63.0,7.0,11.0,15.0,9.0,14.0,49.0,64.0,62.0,70.0,61.0,57.0,48.0,54.0,67.0,65.0,63.0,59.0,55.0,64.0,64.0,55.0,59.0,53.0
G. Aguirre,21,Mexico,RB CB ,64,74.0,63.0,68.0,65.0,60.0,50.0,51.0,40.0,57.0,29.0,36.0,13.0,13.0,14.0,14.0,14.0,62.0,61.0,65.0,48.0,28.0,60.0,42.0,48.0,60.0,57.0,39.0,65.0,67.0,70.0,64.0,68.0,39.0,26.0
A. Tutte,26,England,CM ,64,63.0,66.0,51.0,71.0,62.0,60.0,53.0,59.0,60.0,62.0,60.0,9.0,11.0,16.0,6.0,11.0,51.0,60.0,66.0,65.0,66.0,57.0,65.0,56.0,67.0,66.0,65.0,52.0,66.0,53.0,58.0,69.0,64.0,59.0
S. Allan,25,Scotland,CAM CM ,64,70.0,60.0,76.0,75.0,69.0,70.0,55.0,57.0,67.0,50.0,63.0,8.0,7.0,10.0,12.0,16.0,36.0,34.0,69.0,64.0,49.0,51.0,58.0,66.0,62.0,66.0,63.0,59.0,63.0,56.0,56.0,57.0,69.0,55.0
K. Matsubara,24,Japan,RB ,64,72.0,58.0,64.0,65.0,60.0,55.0,68.0,66.0,62.0,50.0,42.0,12.0,8.0,9.0,11.0,13.0,52.0,57.0,75.0,55.0,54.0,64.0,35.0,46.0,55.0,64.0,56.0,63.0,71.0,72.0,60.0,71.0,33.0,28.0
J. Bava,35,Uruguay,GK ,64,41.0,39.0,35.0,58.0,11.0,57.0,14.0,10.0,5.0,11.0,24.0,64.0,64.0,63.0,62.0,68.0,24.0,16.0,70.0,20.0,10.0,22.0,23.0,15.0,56.0,23.0,24.0,21.0,40.0,33.0,23.0,59.0,35.0,16.0
F. Carlsen,27,Norway,CM ,64,67.0,83.0,68.0,83.0,64.0,55.0,60.0,52.0,61.0,42.0,30.0,11.0,15.0,9.0,13.0,10.0,59.0,68.0,75.0,62.0,57.0,63.0,36.0,58.0,64.0,65.0,60.0,67.0,62.0,79.0,62.0,76.0,58.0,55.0
R. Quiñonez,25,Bolivia,GK ,64,44.0,25.0,31.0,60.0,18.0,23.0,16.0,18.0,20.0,17.0,16.0,66.0,63.0,66.0,62.0,66.0,17.0,18.0,53.0,19.0,12.0,21.0,23.0,19.0,50.0,27.0,24.0,15.0,44.0,30.0,17.0,56.0,48.0,18.0
M. Quiroga,31,Argentina,ST ,64,35.0,60.0,37.0,34.0,58.0,54.0,32.0,32.0,54.0,65.0,26.0,9.0,6.0,13.0,12.0,11.0,82.0,20.0,40.0,29.0,45.0,20.0,58.0,74.0,53.0,53.0,68.0,21.0,49.0,59.0,19.0,81.0,52.0,51.0
T. Chahed,21,Germany,LW CAM RW ,64,82.0,39.0,86.0,80.0,60.0,51.0,63.0,60.0,68.0,59.0,40.0,11.0,9.0,11.0,7.0,7.0,37.0,27.0,66.0,45.0,43.0,18.0,51.0,59.0,61.0,62.0,46.0,19.0,81.0,64.0,16.0,60.0,58.0,52.0
Zé Pedro,20,Portugal,RM LM ,64,68.0,43.0,69.0,75.0,68.0,54.0,45.0,66.0,66.0,64.0,52.0,14.0,15.0,14.0,7.0,8.0,54.0,24.0,46.0,56.0,61.0,29.0,70.0,66.0,68.0,61.0,76.0,28.0,73.0,59.0,25.0,51.0,58.0,72.0
G. Moss,34,New Zealand,GK ,64,36.0,26.0,42.0,50.0,12.0,58.0,14.0,14.0,22.0,11.0,14.0,63.0,62.0,62.0,62.0,65.0,19.0,21.0,70.0,23.0,11.0,12.0,15.0,10.0,67.0,24.0,16.0,12.0,43.0,28.0,12.0,69.0,30.0,17.0
J. Kean,26,England,GK ,64,50.0,42.0,26.0,39.0,23.0,54.0,12.0,20.0,11.0,14.0,14.0,64.0,60.0,55.0,64.0,62.0,15.0,17.0,57.0,23.0,11.0,18.0,14.0,14.0,66.0,34.0,36.0,13.0,40.0,24.0,13.0,55.0,13.0,13.0
Lee Yong Rae,31,Korea Republic,CM CDM ,64,56.0,68.0,71.0,77.0,62.0,60.0,63.0,71.0,61.0,44.0,69.0,15.0,16.0,7.0,9.0,10.0,56.0,58.0,84.0,65.0,63.0,57.0,62.0,59.0,63.0,67.0,69.0,51.0,67.0,77.0,57.0,76.0,63.0,60.0
J. Hanson,21,England,RB CDM ,64,60.0,75.0,61.0,62.0,60.0,62.0,57.0,55.0,43.0,45.0,65.0,11.0,14.0,16.0,8.0,8.0,65.0,61.0,72.0,58.0,50.0,65.0,40.0,50.0,60.0,66.0,54.0,64.0,62.0,63.0,65.0,73.0,60.0,27.0
D. Chica,36,Colombia,CDM ,64,55.0,61.0,68.0,69.0,71.0,64.0,61.0,53.0,65.0,53.0,58.0,6.0,8.0,9.0,6.0,11.0,43.0,50.0,66.0,66.0,58.0,62.0,59.0,62.0,78.0,67.0,55.0,62.0,53.0,48.0,65.0,61.0,61.0,31.0
M. McNulty,24,Scotland,CAM CF ST ,64,79.0,74.0,72.0,60.0,62.0,65.0,46.0,50.0,61.0,67.0,59.0,11.0,7.0,13.0,15.0,11.0,56.0,33.0,72.0,36.0,62.0,22.0,69.0,66.0,58.0,54.0,68.0,25.0,74.0,59.0,32.0,56.0,56.0,53.0
Sarsanedas,20,Spain,CB CM CDM ,64,58.0,64.0,56.0,69.0,61.0,59.0,56.0,46.0,59.0,45.0,34.0,12.0,13.0,8.0,10.0,10.0,57.0,61.0,63.0,61.0,66.0,64.0,36.0,41.0,58.0,63.0,67.0,63.0,62.0,70.0,65.0,64.0,58.0,38.0
A. Guido,23,United States,CM ,64,66.0,40.0,65.0,64.0,65.0,61.0,54.0,52.0,65.0,58.0,46.0,16.0,8.0,13.0,7.0,12.0,52.0,57.0,54.0,65.0,53.0,42.0,59.0,61.0,63.0,67.0,62.0,55.0,58.0,63.0,51.0,60.0,65.0,50.0
W. Vaulks,23,England,RB CM CDM ,64,61.0,58.0,61.0,65.0,63.0,36.0,51.0,42.0,56.0,54.0,50.0,15.0,15.0,16.0,9.0,13.0,64.0,64.0,66.0,62.0,69.0,61.0,52.0,23.0,53.0,65.0,68.0,62.0,60.0,73.0,63.0,72.0,66.0,28.0
M. Biskupović,28,Chile,CB ,64,32.0,62.0,55.0,32.0,47.0,59.0,32.0,41.0,38.0,28.0,27.0,13.0,12.0,8.0,12.0,9.0,65.0,60.0,82.0,47.0,36.0,62.0,32.0,31.0,60.0,49.0,45.0,57.0,33.0,64.0,63.0,92.0,42.0,31.0
W. Harding,20,England,CB ,64,71.0,68.0,50.0,56.0,52.0,55.0,31.0,29.0,40.0,33.0,17.0,12.0,13.0,11.0,15.0,10.0,58.0,62.0,75.0,40.0,22.0,58.0,34.0,30.0,57.0,44.0,49.0,60.0,78.0,75.0,65.0,82.0,30.0,28.0
S. Zwierschitz,26,Austria,RB ,64,69.0,60.0,64.0,56.0,54.0,49.0,55.0,44.0,58.0,41.0,43.0,8.0,7.0,6.0,16.0,15.0,57.0,63.0,68.0,55.0,46.0,67.0,48.0,49.0,59.0,62.0,53.0,63.0,69.0,63.0,68.0,69.0,42.0,36.0
J. Smith,25,United States,CB ,64,68.0,75.0,57.0,51.0,48.0,54.0,29.0,29.0,41.0,26.0,31.0,6.0,8.0,7.0,9.0,8.0,57.0,59.0,70.0,51.0,25.0,62.0,43.0,36.0,56.0,54.0,42.0,60.0,66.0,62.0,63.0,82.0,36.0,28.0
F. Schiller,27,Germany,CB ,64,45.0,63.0,43.0,42.0,35.0,58.0,36.0,29.0,28.0,25.0,30.0,9.0,6.0,6.0,8.0,9.0,66.0,57.0,65.0,39.0,22.0,67.0,32.0,22.0,56.0,38.0,52.0,64.0,50.0,61.0,64.0,84.0,29.0,27.0
D. Myrestam,30,Sweden,LWB CB ,64,76.0,66.0,74.0,63.0,60.0,59.0,63.0,57.0,57.0,33.0,60.0,9.0,16.0,13.0,13.0,11.0,54.0,68.0,71.0,55.0,41.0,60.0,31.0,43.0,60.0,58.0,45.0,64.0,75.0,78.0,62.0,71.0,59.0,48.0
T. Coletti,33,Italy,CB CDM ,64,66.0,90.0,71.0,76.0,56.0,65.0,41.0,58.0,41.0,46.0,45.0,7.0,13.0,10.0,9.0,9.0,66.0,57.0,70.0,67.0,61.0,51.0,44.0,49.0,72.0,66.0,69.0,56.0,69.0,75.0,61.0,69.0,43.0,47.0
A. Stewart,24,England,CB ,64,62.0,66.0,66.0,63.0,43.0,56.0,42.0,27.0,38.0,20.0,24.0,13.0,12.0,10.0,7.0,12.0,65.0,62.0,73.0,49.0,19.0,60.0,33.0,28.0,63.0,50.0,26.0,63.0,61.0,54.0,65.0,73.0,36.0,18.0
R. Gaffney,27,Republic of Ireland,ST ,64,58.0,51.0,60.0,64.0,61.0,64.0,54.0,51.0,63.0,66.0,48.0,6.0,10.0,10.0,10.0,15.0,63.0,34.0,64.0,55.0,53.0,38.0,57.0,60.0,54.0,57.0,72.0,36.0,59.0,64.0,37.0,77.0,56.0,54.0
E. Bearzotti,20,Italy,LW RW ,64,65.0,34.0,67.0,65.0,67.0,66.0,67.0,40.0,68.0,69.0,45.0,13.0,7.0,13.0,9.0,6.0,58.0,16.0,62.0,41.0,50.0,11.0,54.0,61.0,54.0,58.0,55.0,11.0,68.0,51.0,11.0,54.0,53.0,32.0
S. Córdova,19,Venezuela,ST ,64,74.0,38.0,66.0,65.0,58.0,58.0,37.0,63.0,69.0,65.0,40.0,6.0,6.0,5.0,5.0,14.0,55.0,18.0,54.0,50.0,64.0,18.0,62.0,59.0,57.0,59.0,65.0,17.0,77.0,52.0,19.0,74.0,62.0,63.0
D. Elm,34,Sweden,ST ,64,42.0,67.0,33.0,35.0,63.0,71.0,40.0,46.0,55.0,61.0,47.0,6.0,11.0,8.0,7.0,8.0,75.0,22.0,53.0,51.0,55.0,33.0,56.0,62.0,69.0,63.0,67.0,32.0,42.0,60.0,47.0,86.0,68.0,56.0
B. Murphy,34,Republic of Ireland,GK ,64,34.0,32.0,47.0,52.0,24.0,37.0,15.0,13.0,11.0,12.0,13.0,65.0,59.0,56.0,65.0,67.0,13.0,16.0,58.0,16.0,14.0,12.0,24.0,15.0,59.0,22.0,21.0,13.0,32.0,32.0,14.0,41.0,24.0,13.0
K. Mensah,26,Denmark,ST ,64,86.0,52.0,83.0,77.0,72.0,56.0,55.0,59.0,70.0,62.0,59.0,10.0,13.0,13.0,12.0,9.0,46.0,33.0,76.0,50.0,61.0,30.0,63.0,61.0,60.0,52.0,63.0,31.0,89.0,72.0,32.0,60.0,47.0,55.0
M. Haakenstad,23,Norway,LB RB ,64,84.0,67.0,64.0,60.0,58.0,55.0,52.0,48.0,62.0,48.0,37.0,13.0,13.0,15.0,11.0,9.0,55.0,58.0,65.0,49.0,48.0,59.0,29.0,50.0,55.0,57.0,57.0,56.0,84.0,88.0,60.0,73.0,35.0,41.0
